RBP,IS_K562,IS_HepG2,IS_avg,VS_K562,VS_HepG2,VS_avg
IGF2BP1,3.6254114470585446,2.8281784127752636,4.5149917638311585,0.7125674206547656,0.6239515350474908,0.749291340821001
IGF2BP2,2.2371725718466404,NA,NA,0.23223861848446326,NA,NA
IGF2BP3,NA,1.818742904720808,NA,NA,0.20194654504100826,NA
ILF3,2.4517453848537336,4.314154573426988,2.8280612787816817,0.426924187300244,0.7653185555393872,0.4635635249781524
KHDRBS1,6.97921955008162,NA,NA,0.5032895814844648,NA,NA
KHSRP,4.384250922281065,5.710606596180427,4.9044650089662065,0.45617409548432963,0.5853812210373348,0.47560854610949094
LARP4,5.11024870917381,2.1593249910264456,3.322402926017908,0.4872914114792717,0.3060513586355216,0.42230143588453456
LARP7,2.305725399963901,3.1978226648247596,2.528720449740639,0.4364598665680485,0.6223869410139977,0.5807957961155055
LIN28B,1.7671906401526143,1.9438043240262128,1.8477678820610461,0.27423516728079284,0.3150262670199211,0.294630717150357
LSM11,6.966959342638212,2.0055410384236017,3.7346533822890495,0.44852280967764635,0.3559141442334166,0.3696900245936458
MATR3,3.377267021952121,2.9122392484395663,3.1570798644846407,0.45901677210101854,0.4160083506433616,0.4356165295263299
MBNL1,5.9807500558553786,NA,NA,0.690495841641663,NA,NA
METAP2,1.8243743342550998,NA,NA,0.26188678040844915,NA,NA
METTL1,1.902722008493493,NA,NA,0.35726796857905985,NA,NA
MORC2,4.532572647246068,NA,NA,0.32333553371204943,NA,NA
MTPAP,2.9669688760470363,NA,NA,0.44591396994577726,NA,NA
NCBP2,4.384007436012584,2.8824286658895524,3.6156819970357286,0.31264059029059665,0.38733579471365176,0.43488317729764314
NIP7,NA,2.9391394010296055,NA,NA,0.6043099023998767,NA
NIPBL,2.4207906117946094,NA,NA,0.4857336860003299,NA,NA
NKRF,NA,7.78110478806383,NA,NA,0.4149990519883225,NA
NOL12,NA,2.259002179153729,NA,NA,0.27529027995034383,NA
NOLC1,2.263574398611565,2.805715759846732,3.2316362957742766,0.3565209206777951,0.5901507867768719,0.4330056543332899
NONO,2.960995466017251,NA,NA,0.29045525040706427,NA,NA
NPM1,4.085521012658884,NA,NA,0.5980952991023236,NA,NA
NSUN2,3.2975989845172564,4.429592406865006,3.4646047907854816,0.5866691070602075,0.5015056769741796,0.4775674600337341
PABPC4,5.668865116432665,NA,NA,0.7032830677256562,NA,NA
PABPN1,NA,3.0579424043836823,NA,NA,0.45994208134114356,NA
PCBP1,5.069383082321586,5.050108273565923,5.06689813271352,0.37770067511381245,0.3547544640528656,0.366227569583339
PCBP2,NA,5.4976410836554175,NA,NA,0.5317504230002025,NA
PHF6,2.7944694480848327,NA,NA,0.28520909725668897,NA,NA
POLR2G,NA,2.720625347292867,NA,NA,0.6078846277239676,NA
PPIG,NA,1.9262173551340689,NA,NA,0.3193335455979983,NA
PPIL4,2.6139923134756287,NA,NA,0.5815664036572017,NA,NA
PRPF4,NA,5.312800731571546,NA,NA,0.383221045408979,NA
PRPF8,1.9613739001512105,1.6997459902151557,1.9492638872248227,0.2897601095853535,0.2749896177015407,0.23611708226454922
PTBP1,4.33599824535637,4.235907959269542,4.279423627700707,0.5104942370988232,0.5034471401104051,0.5069706886046143
PUM1,2.7612812472989687,NA,NA,0.46807448789232164,NA,NA
PUM2,6.587588033330576,NA,NA,0.7026183836991353,NA,NA
PUS1,3.798149213605303,NA,NA,0.6265260116058421,NA,NA
QKI,5.458739758960894,5.020778045335272,5.4385549253507834,0.6645643690034467,0.6611759674515281,0.6668962173195199
RBFOX2,4.402158031202105,3.585921798919887,4.359739478265357,0.37732617035559285,0.3630834740240715,0.38163133100739377
RBM15,1.7205526868492833,2.214468390342549,1.8184267542660024,0.25566542004024173,0.24818187909044218,0.18248776675020917
RBM22,3.084211310229503,2.4872115108382027,2.0327350615022004,0.29118958060943767,0.265169663833469,0.2648386918784915
RBM5,NA,2.9690189348558427,NA,NA,0.3188792319415579,NA
RNF187,1.7773577474762035,NA,NA,0.33648604165778134,NA,NA
RPS10,2.7647910775523203,NA,NA,0.48999247916259736,NA,NA
RPS11,3.296729841219121,NA,NA,0.4705555986594791,NA,NA
RPS3,1.6434688716738086,1.938271759795446,1.7956294289228878,0.274844531005074,0.333718816216779,0.30848434409560865
RPS6,1.6048408511569934,NA,NA,0.23356289504863909,NA,NA
RYBP,1.418138556064613,NA,NA,0.19357062083108534,NA,NA
SAFB,1.8550401367429954,1.9129238644001374,1.6720096777348157,0.4140111377517474,0.26116845085955054,0.23434805958900634
SAFB2,4.085942901441155,NA,NA,0.42087489297024366,NA,NA
SBDS,2.9824374485866105,NA,NA,0.4231157772879903,NA,NA
SDAD1,8.219352689540539,1.6405439704309857,2.476301935722561,0.6424678731377274,0.27274465504300693,0.39635550587498763
SERBP1,4.554891550588301,NA,NA,0.5683342571550167,NA,NA
SF3A3,NA,1.965651542890675,NA,NA,0.31539210328339506,NA
SF3B1,3.0081513258207115,NA,NA,0.5024124215103191,NA,NA
SF3B4,1.9075747606658713,2.367913063961394,2.139551712540049,0.23187322412770126,0.2606120497356407,0.2571982767821379
SFPQ,NA,2.562233819762753,NA,NA,0.34576330260803984,NA
SLBP,3.5980426744762886,NA,NA,0.574064813188872,NA,NA
SLTM,3.7225349012888755,4.593690686025046,4.073129319626334,0.3095882042070384,0.34134530946070085,0.3254667568338696
SMNDC1,3.422864833367834,2.122720237687798,2.408896213896178,0.33265657823156325,0.4320462523627344,0.31020546877535426
SND1,1.5760057464102697,1.765457613591063,1.6186782236567998,0.31811650772103256,0.32087938832836627,0.3081665916251578
SRSF1,2.0326380494824448,2.3527123837037105,2.170911396831592,0.34590220260520327,0.3949181624224782,0.3704101825138407
SRSF7,2.5007961492364728,9.780601508706093,3.9269157700907193,0.46943251219284426,0.7956817235157279,0.6774904900173604
SRSF9,4.56995298431051,2.3468491994859293,2.5052130714577694,0.5127854748676175,0.41480866658652765,0.34314265307254477
SSB,1.8344663757665165,2.3566654726620304,1.8887403073793474,0.16176351233376274,0.3703863338086126,0.16946497388147275
STAU2,NA,2.6003601641131375,NA,NA,0.4637666702918631,NA
SUB1,NA,3.2569810117741964,NA,NA,0.4617897708535916,NA
SUGP2,NA,2.4381949639073155,NA,NA,0.2777838630377079,NA
SUPV3L1,2.511276924861314,2.631713177505668,4.296278142620181,0.36527253118275843,0.26442748959980616,0.3470363508877188
TAF15,3.337840421844747,2.1123160394917466,2.5766725238659136,0.3863218467225584,0.2980732227330266,0.33641476409029714
TARDBP,9.906053012639736,17.763384889826327,12.773470865810213,0.8150428025292918,0.8604973026240487,0.8377700525766703
TBRG4,6.1646701350177615,2.147983240624208,2.0474787036725317,0.34172813211588,0.3643102094191935,0.24646025209957
TIA1,5.401112147187045,10.132321951641408,7.143389183514259,0.493966775291511,0.6265938401117233,0.5602803077016172
TIAL1,NA,10.076503590776507,NA,NA,0.5767109925001471,NA
TRA2A,3.241737049147528,3.9307761448739362,3.5629425523056972,0.5320561350560695,0.5932454162036381,0.5626507756298539
TROVE2,5.536043465770826,2.6606551231630085,3.693564500945405,0.7352188409164245,0.6301482412882912,0.6894140224109608
U2AF1,5.375737896587497,3.1040701609482344,3.9104337179420776,0.63290184169405,0.518096945258719,0.5754993934763845
U2AF2,5.155853947092018,4.068924800406042,4.545451625185864,0.5914281529405637,0.45861560322677564,0.5250218780836697
UCHL5,2.3832032357771866,1.8486679316440053,2.0802175563144596,0.39766928045063427,0.35519356349241693,0.37643142197152557
UPF1,4.354942380919818,2.8720850212428624,4.284545265428972,0.5453589170245553,0.4175474391356648,0.378656294055542
UTP18,2.766307057785535,2.1463834243910354,2.032270943290099,0.5508916329388319,0.3449666115514679,0.40766420505831924
UTP3,2.52740812398559,NA,NA,0.331038493805947,NA,NA
WDR3,2.028881311380909,NA,NA,0.4325006428543069,NA,NA
WDR43,3.4224198005536177,2.239931830041206,2.682939978600029,0.30541164499509776,0.3589540080236173,0.39314395438194794
WRN,1.923058457714778,NA,NA,0.2836468801974011,NA,NA
XPO5,NA,2.535084289484504,NA,NA,0.5351618929772216,NA
XRCC6,2.617316825834663,1.4790658868714786,1.6507969786868255,0.26154232484851136,0.2838175984112916,0.25703391319860447
XRN2,4.293377999912782,5.061093154005874,4.641109197603835,0.3612572707334721,0.3910645276086116,0.37616089917104184
YBX3,1.9383255263598835,3.588048184005616,2.51904886941825,0.3655398073998661,0.6181260237355668,0.4918329155677164
YWHAG,2.6034314562226344,NA,NA,0.25949997503319255,NA,NA
ZC3H11A,6.466608533049716,3.575669232539172,5.383992308131866,0.565956569550546,0.30899193023371707,0.4523698030771878
ZC3H8,4.469722692177723,NA,NA,0.5488590748085392,NA,NA
ZNF622,2.442689263230312,NA,NA,0.4212390782991278,NA,NA
ZNF800,2.5983054511756896,2.0128364722356813,2.252183422860489,0.45814576199143153,0.3885929382265322,0.42336935010898186
ZRANB2,4.3810220668656346,NA,NA,0.6182232750675657,NA,NA
