chr	start	end	name	score	strand	nTC_hnRNPC_Mut1	nTC_hnRNPC_Mut2	nTC_hnRNPC_Mut3	nTC_hnRNPC_Mut4	nTC_hnRNPC_Mut5	nTC_hnRNPC_Mut6	nTC_hnRNPC_Mut7	nTC_hnRNPC_Mut8	nTC_hnRNPC_Mut_inKD1	nTC_hnRNPC_Mut_inKD2	nTC_hnRNPC_Mut_inKD3	nTC_hnRNPC_WT1	nTC_hnRNPC_WT2	nTC_hnRNPC_WT3	nTC_hnRNPC_WT4	nTC_hnRNPC_WT5	nTC_hnRNPC_WT6	nTC_hnRNPC_WT7	nTC_hnRNPC_WT8	nTC_hnRNPC_WT_inKD1	nTC_hnRNPC_WT_inKD2	nTC_hnRNPC_WT_inKD3	nTC_hnRNPC_WT_inRBM25_Mut1	nTC_hnRNPC_WT_inRBM25_Mut2	nTC_hnRNPC_WT_inRBM25_Mut3	nTC_hnRNPC_WT_inRBM25_WT1	nTC_hnRNPC_WT_inRBM25_WT2	nTC_hnRNPC_WT_inRBM25_WT3	nTC_RBM25_Mut1	nTC_RBM25_Mut2	nTC_RBM25_Mut3	nTC_RBM25_Mut4	nTC_RBM25_Mut5	nTC_RBM25_Mut6	nTC_RBM25_Mut7	nTC_RBM25_Mut8	nTC_RBM25_WT1	nTC_RBM25_WT2	nTC_RBM25_WT3	nTC_RBM25_WT4	nTC_RBM25_WT5	nTC_RBM25_WT6	nTC_RBM25_WT7	nTC_RBM25_WT8	BC_hnRNPC_WT_inRBM25_Mut	nTC_hnRNPC_WT_inRBM25_Mut	BC_hnRNPC_WT_inRBM25_WT	nTC_hnRNPC_WT_inRBM25_WT	BC_hnRNPC_Mut	nTC_hnRNPC_Mut	BC_hnRNPC_WT	nTC_hnRNPC_WT	BC_RBM25_Mut	nTC_RBM25_Mut	BC_RBM25_WT	nTC_RBM25_WT	BC_hnRNPC_Mut_inKD	nTC_hnRNPC_Mut_inKD	BC_hnRNPC_WT_inKD	nTC_hnRNPC_WT_inKD	annotation	gene	finalized_annotation	grouped_annotation	annotation_count	external_gene_name
chr1	9541708	9541728	chr1-918	14.6	+	0.485281179194443	0	0	0	1.14967504434872	0	0.915384035641393	0.651883683090659	2.18748974614181	0.230385178676377	1.09139833501727	0	2.16948446540649	0	0	3.19251843945442	0	0.318342885211604	0	2.88431678387141	0.940005408164448	0.936676456496764	1.85963237356753	1.54670274461297	1.34038814364136	1.3966095208966	1.88134781971155	2.54698940758045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.58224108727395	3	1.94164891606286	4	0.400277992784401	3	0.710043223759064	0	0	0	0	3	1.16975775327849	3	1.58699954951088	intron	ENSG00000171612.8	intron	intron	1	SLC25A33
chr1	11022967	11022987	chr1-2760	15.9	+	6.7939365087222	0	0	0	1.14967504434872	0.697029504213369	0.610256023760929	2.60753473236264	0	1.38231107205826	1.36424791877159	0	2.16948446540649	3.72097176898719	0	2.12834562630295	0	0.955028655634812	0.321142032450118	0.320479642652379	0.940005408164448	0.936676456496764	1.71658372944695	2.09909658197475	1.48932015960151	1.86214602786213	1.21734270687218	2.8016883483385	0	0	0	0	0	0	0	1.07714977552199	0	28.2909440688036	0	0	0	0	5.338002306017	0	3	1.76833349034107	3	1.96039236102427	5	1.48230397667598	5	1.16187156859769	1	0.134643721940248	2	4.20361829685257	2	0.91551966360995	3	0.732387169104531	3'UTR|intron	ENSG00000120948.20	3'UTR	3'UTR	2	TARDBP
chr1	11023127	11023147	chr1-862	17.3	+	0.970562358388886	0	18.7996428067867	0	1.14967504434872	0.697029504213369	0	1.30376736618132	0	0.460770357352754	0.272849583754318	0	2.16948446540649	0	2.95839607598345	0	0	0.318342885211604	0.321142032450118	0.320479642652379	0.626670272109632	0.468338228248382	1.85963237356753	1.65718151208533	2.08504822344211	2.09491428134489	2.10268285732467	3.31108622985459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.86728736969832	3	2.50289445617472	5	2.86508463498987	4	0.720920682381457	0	0	0	0	2	0.244539980369024	3	0.471829381003465	3'UTR|intron	ENSG00000120948.20	3'UTR	3'UTR	2	TARDBP
chr1	11024298	11024318	chr1-172	28.2	+	4.36753061274999	0	18.7996428067867	11.062925922648	1.14967504434872	0	0.915384035641393	1.30376736618132	4.37497949228363	1.38231107205826	2.18279667003454	0	4.33896893081297	1.86048588449359	2.95839607598345	3.19251843945442	0.661325799509825	0.318342885211604	0.642284064900236	0.961438927957138	2.19334595238371	0.468338228248382	2.00268101768811	3.97723562900479	3.87223241496391	3.60790792898287	2.43468541374435	3.05638728909654	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51216515978627	5.338002306017	0	3	3.28404968721894	3	3.03299354394126	6	4.69986572354451	7	1.74654026004576	0	0	2	0.981270933225408	3	2.64669574479214	3	1.20770770286308	3'UTR	ENSG00000120948.20	3'UTR	3'UTR	1	TARDBP
chr1	11909818	11909838	chr1-366	80.8	-	10.1909047630833	25.7094192884918	18.7996428067867	0	20.6941507982769	0.348514752106685	0.915384035641393	0.651883683090659	8.74995898456726	1.61269625073464	3.00134542129749	6.12257393008021	26.0338135848778	26.0468023829103	32.5423568358179	39.3743940866045	3.30662899754913	4.45680039296246	2.24799422715082	8.01199106630948	5.01336217687706	7.49341165197412	8.29682135899359	6.62872604834131	6.99980475012708	4.65536506965532	4.20536571464934	4.07518305212872	0	0	0	0	0	11.6368375730212	0	5.38574887760993	0	0	0	0	0	2.51216515978627	5.338002306017	0	3	7.30845071915399	3	4.31197127881113	7	9.66373751593467	8	17.5164205547441	2	2.12782330632889	2	0.981270933225408	3	4.45466688553313	3	6.83958829838689	snRNA	ENSG00000201801.1	snRNA	ncRNA	1	RNU5E-4P
chr1	15844435	15844455	chr1-1651	12.5	+	0	0	0	0	0	0	0	0	0	0.230385178676377	0	0	0	0	0	2.12834562630295	0	0	0	0	0.313335136054816	0	2.57487559417042	2.2095753494471	2.23398023940226	1.51299364763798	1.21734270687218	2.8016883483385	0	0	0	0	0	0	0	1.07714977552199	0	0	0	0	0	0	0	0	3	2.3394770610066	3	1.84400823428288	0	0	1	0.266043203287868	1	0.134643721940248	0	0	1	0.0767950595587924	1	0.104445045351605	""	""	unannotated	unannotated	0	""
chr1	15844738	15844758	chr1-8268	27.5	+	0.970562358388886	0	0	0	1.14967504434872	0	0	0	0	0	0.272849583754318	0	0	0	0	0	0	0	0	0	0.313335136054816	0	2.43182695004985	5.19250207120069	4.76582451072482	3.02598729527596	1.66001278209842	2.03759152606436	0	0	0	0	0	5.81841878651058	0	2.15429955104397	0	0	0	0	0	0	0	0	3	4.13005117732512	3	2.24119720114625	2	0.2650296753422	0	0	2	0.996589792194319	0	0	1	0.0909498612514392	1	0.104445045351605	""	""	unannotated	unannotated	0	""
chr1	15851057	15851077	chr1-2927	15.2	+	0.485281179194443	0	0	0	1.14967504434872	0	0	0	0	0.921540714705509	0.272849583754318	6.12257393008021	2.16948446540649	3.72097176898719	2.95839607598345	2.12834562630295	0	0	0	0.320479642652379	0	0	2.717924238291	1.54670274461297	3.42543636708346	1.3966095208966	1.77068030090498	2.8016883483385	0	0	0	7.62334573397573	0	0	5.18629159405858	4.30859910208795	0	0	0	0	0	0	0	10.7862065990012	3	2.56335444999581	3	1.98965939004669	2	0.204369527942895	5	2.13747148334503	3	2.13977955376528	1	1.34827582487515	2	0.398130099486609	1	0.106826547550793	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15852802	15852822	chr1-1831	11.2	+	0	0	0	11.062925922648	0	0.697029504213369	0	0	0	0.230385178676377	0.818548751262953	0	2.16948446540649	0	0	0	0.661325799509825	0.318342885211604	0	0	0.313335136054816	0.468338228248382	1.85963237356753	2.2095753494471	2.23398023940226	1.74576190112074	1.54934526329186	3.31108622985459	0	0	7.43864973629987	15.2466914679515	0	0	0	0	0	0	0	0	0	0	5.338002306017	0	3	2.10106265413896	3	2.20206446475573	2	1.46999442835767	3	0.393644143765989	2	2.83566765053142	1	0.667250288252125	2	0.34964464331311	2	0.260557788101066	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15853029	15853049	chr1-536	29.3	+	0.485281179194443	0	0	0	1.14967504434872	0.697029504213369	0	0.651883683090659	0	0.691155536029132	1.09139833501727	0	0	1.86048588449359	5.91679215196689	1.06417281315147	0	0.955028655634812	0	2.24335749856665	0.626670272109632	0.936676456496764	3.57621610301448	3.09340548922595	4.17009644688422	3.02598729527596	3.09869052658372	5.0939788151609	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51216515978627	5.338002306017	0	3	3.61323934637488	3	3.73955221234019	4	0.372983676355898	4	1.22455993815585	0	0	2	0.981270933225408	2	0.594184623682134	3	1.26890140905768	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15854127	15854147	chr1-222	22.6	+	2.91168707516666	0	0	0	0	2.09108851264011	0.610256023760929	0	0	0.921540714705509	0.545699167508635	0	0	5.58145765348078	2.95839607598345	3.19251843945442	0	0.318342885211604	0.963426097350353	2.56383714121903	1.8800108163289	2.34169114124191	3.14707017065274	2.43053288439181	3.27650435112331	2.44406666156904	3.09869052658372	1.52819364454827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.95136913538929	3	2.35698361090035	3	0.701628951445962	5	1.62676764393508	0	0	0	0	2	0.489079960738048	3	2.26184636626328	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15854386	15854406	chr1-650	16.4	+	1.45584353758333	0	0	0	1.14967504434872	1.74257376053342	0.915384035641393	0	0	0.230385178676377	0	0	4.33896893081297	0	0	1.06417281315147	0	0	0.321142032450118	0.320479642652379	0.626670272109632	0.936676456496764	2.28877830592927	2.54101165186417	3.12757233516316	2.56045078831043	2.54535293255091	2.8016883483385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.338002306017	0	3	2.6524540976522	3	2.63583068973328	4	0.657934547263357	3	0.71553547205182	0	0	1	0.667250288252125	1	0.0767950595587924	3	0.627942123752925	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15854867	15854887	chr1-595	17.7	+	1.45584353758333	0	0	0	0	0.697029504213369	0.305128011880464	0.651883683090659	0	0.460770357352754	1.09139833501727	0	0	0	0	0	0	0	0.642284064900236	0	1.56667568027408	0.468338228248382	3.29011881477332	2.76196918680888	3.12757233516316	2.79321904179319	1.66001278209842	2.54698940758045	0	0	0	0	0	5.81841878651058	0	0	0	0	0	0	0	2.51216515978627	0	0	3	3.05988677891512	3	2.33340707715736	4	0.388735592095978	1	0.0802855081125295	1	0.727302348313822	1	0.314020644973283	2	0.517389564123342	2	0.678337969507488	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15861521	15861541	chr1-596	15.2	+	2.42640589597221	0	0	0	0	0	0.305128011880464	0.651883683090659	0	0.230385178676377	0.545699167508635	0	2.16948446540649	0	0	0	0.661325799509825	0	0	0.640959285304759	0.313335136054816	0	3.29011881477332	1.54670274461297	2.68077628728271	2.44406666156904	1.88134781971155	1.78289258530632	0	0	7.43864973629987	0	0	0	0	0	0	0	0	0	0	0	5.338002306017	0	3	2.50586594888967	3	2.03610235552897	3	0.422927198867917	2	0.353851283114539	1	0.929831217037483	1	0.667250288252125	2	0.258694782061671	2	0.318098140453192	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15864032	15864052	chr1-3940	8.49	+	0	0	0	0	0	0	0.305128011880464	0	0	0	0.272849583754318	0	0	0	2.95839607598345	3.19251843945442	0	0	0	0	0	0.468338228248382	2.28877830592927	2.2095753494471	2.08504822344211	1.62937777437936	1.4386777444853	2.8016883483385	0	0	0	0	0	5.81841878651058	0	2.15429955104397	0	0	0	0	0	0	5.338002306017	10.7862065990012	3	2.19446729293949	3	1.95658128906772	1	0.038141001485058	2	0.768864314429733	2	0.996589792194319	2	2.01552611312727	1	0.0909498612514392	1	0.156112742749461	intron|TE	ENSG00000065526.13	intron	intron	2	SPEN
chr1	15866036	15866056	chr1-1479	13.2	+	0.485281179194443	0	0	0	1.14967504434872	0.348514752106685	0	0.651883683090659	2.18748974614181	0.460770357352754	0.272849583754318	0	2.16948446540649	0	0	2.12834562630295	0.661325799509825	0.636685770423208	0.321142032450118	0.320479642652379	2.19334595238371	0.468338228248382	2.717924238291	2.32005411691946	2.53184427132256	1.74576190112074	1.88134781971155	2.29229046682241	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51216515978627	0	0	3	2.52327420884434	3	1.9731333958849	4	0.329419332342563	5	0.739622961761573	0	0	1	0.314020644973283	3	0.973703229082962	3	0.994054607761491	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15866089	15866109	chr1-297	20.4	+	0.970562358388886	6.42735482212296	0	0	1.14967504434872	1.39405900842674	0.610256023760929	0	0	0.691155536029132	1.36424791877159	0	0	0	0	0	0	0	0	0.320479642652379	0	0.468338228248382	3.00402152653216	1.98861781450239	3.12757233516316	1.51299364763798	2.21335037613123	2.8016883483385	0	0	0	0	0	0	0	1.07714977552199	0	0	0	0	0	0	0	0	3	2.70673722539924	3	2.17601079070257	5	1.31898840713103	0	0	1	0.134643721940248	0	0	2	0.685134484933573	2	0.262939290300254	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15866967	15866987	chr1-617	17.7	+	0.970562358388886	6.42735482212296	0	0	1.14967504434872	1.04554425632005	0.305128011880464	0.651883683090659	0	2.0734666080874	1.36424791877159	0	0	1.86048588449359	0	2.12834562630295	0.661325799509825	0	0	0.640959285304759	1.25334054421926	0	3.57621610301448	2.98292672175359	3.57436838304361	2.32768253482766	1.99201533851811	2.03759152606436	0	0	0	0	0	0	0	2.15429955104397	0	0	0	0	0	0	10.676004612034	0	3	3.37783706927056	3	2.11909646647004	6	1.31876852201897	3	0.581269663788296	1	0.269287443880497	1	1.33450057650425	2	1.14590484228633	2	0.631433276508008	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15867205	15867225	chr1-3296	11.9	+	0.485281179194443	12.8547096442459	0	0	1.14967504434872	0.348514752106685	0	0	0	0	0	0	2.16948446540649	1.86048588449359	2.95839607598345	1.06417281315147	0	0	0	0.640959285304759	0.313335136054816	0	2.28877830592927	2.87244795428123	2.68077628728271	2.67683491505181	2.54535293255091	1.27349470379023	0	0	0	0	0	0	0	1.07714977552199	0	0	0	0	0	0	0	0	3	2.6140008491644	3	2.16522751713098	4	1.85477257748697	4	1.00656740487937	1	0.134643721940248	0	0	0	0	2	0.318098140453192	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15867552	15867572	chr1-618	18.1	+	0.485281179194443	6.42735482212296	0	0	0	0	0	0	0	0	0.818548751262953	0	0	0	0	0	0	0	0	0.961438927957138	0.313335136054816	0.468338228248382	3.57621610301448	3.31436302417066	2.97864031920301	2.67683491505181	2.43468541374435	2.8016883483385	0	0	0	0	0	0	0	4.30859910208795	0	0	0	0	0	2.51216515978627	0	0	3	3.28973981546272	3	2.63773622571155	2	0.864079500164675	0	0	1	0.538574887760993	1	0.314020644973283	1	0.272849583754318	3	0.581037430753445	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15875639	15875659	chr1-561	18.4	+	1.45584353758333	0	0	0	3.44902513304614	1.39405900842674	1.22051204752186	0	2.18748974614181	0.921540714705509	1.63709750252591	0	2.16948446540649	0	0	3.19251843945442	0	0	0	0.640959285304759	0	0	2.57487559417042	2.76196918680888	3.12757233516316	1.97853015460351	1.4386777444853	2.29229046682241	0	0	0	0	0	0	5.18629159405858	0	0	0	0	0	0	0	0	0	3	2.82147237204749	3	1.90316612197041	4	0.939929965822259	2	0.670250363107613	1	0.648286449257323	0	0	3	1.58204265445774	1	0.213653095101586	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15878066	15878086	chr1-445	21.7	+	0.485281179194443	0	0	0	4.59870017739486	0.697029504213369	0.915384035641393	0	2.18748974614181	1.38231107205826	1.09139833501727	6.12257393008021	0	1.86048588449359	0	0	0	0	0.321142032450118	0.961438927957138	0.313335136054816	0.468338228248382	2.717924238291	2.43053288439181	2.38291225536241	2.56045078831043	2.21335037613123	3.56578517061263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.338002306017	0	3	2.51045645934841	3	2.77986211168476	4	0.837049362055508	3	1.03802523087799	0	0	1	0.667250288252125	3	1.55373305107245	3	0.581037430753445	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15883730	15883750	chr1-117	29.4	+	1.94112471677777	0	0	0	1.14967504434872	1.04554425632005	0.610256023760929	3.25941841545329	0	1.38231107205826	2.18279667003454	6.12257393008021	0	0	0	2.12834562630295	0.661325799509825	0.318342885211604	0	0.961438927957138	1.25334054421926	0.468338228248382	4.00536203537622	2.98292672175359	3.27650435112331	2.21129840808628	2.21335037613123	3.56578517061263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3.42159770275104	3	2.66347798494338	5	1.0007523070826	4	1.15382353013807	0	0	0	0	2	1.18836924736427	3	0.894372566808262	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15884245	15884265	chr1-334	20.4	+	0.970562358388886	0	0	0	0	0	0.610256023760929	0	0	0.921540714705509	0.818548751262953	6.12257393008021	2.16948446540649	1.86048588449359	0	0	0	0.318342885211604	0	0.320479642652379	0.313335136054816	1.40501468474515	2.28877830592927	3.2038842566983	2.08504822344211	1.51299364763798	1.99201533851811	3.82048411137068	0	0	7.43864973629987	0	50.3854486824205	0	0	0	0	0	0	0	0	0	0	0	3	2.52590359535656	3	2.44183103250892	2	0.197602297768727	4	1.30886089564899	2	7.22801230234005	0	0	2	0.580029821989487	3	0.679609821150781	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15884448	15884468	chr1-3941	9.57	+	0.970562358388886	0	0	0	0	0.348514752106685	0.610256023760929	0.651883683090659	0	1.15192589338189	1.36424791877159	0	0	1.86048588449359	0	0	0	0	0	0.961438927957138	0.313335136054816	0	1.57353508532637	1.98861781450239	2.08504822344211	2.21129840808628	1.77068030090498	2.54698940758045	0	0	7.43864973629987	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.88240037442362	3	2.1763227055239	4	0.322652102168395	1	0.232560735561699	1	0.929831217037483	0	0	2	0.838724604051158	2	0.424924688003985	intron	ENSG00000065526.13	intron	intron	1	SPEN
chr1	15884549	15884569	chr1-428	22.8	+	1.45584353758333	0	0	11.062925922648	0	2.09108851264011	0.915384035641393	1.30376736618132	8.74995898456726	2.0734666080874	1.09139833501727	0	0	0	0	0	0	0.636685770423208	0	1.28191857060952	0.313335136054816	1.40501468474515	2.57487559417042	2.98292672175359	2.68077628728271	1.74576190112074	3.09869052658372	2.03759152606436	28.4511209741664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.74619286773557	3	2.29401465125628	5	2.10362617183677	1	0.079585721302901	1	3.5563901217708	0	0	3	3.97160797589064	3	1.00008946380316	intron	ENSG00000065526.13	intron	intron	1	SPEN
